Date,Open,High,Low,Close,Volume
09-03-2025,86221.5,86498.6,80048.9,80691.6,69900.0
08-03-2025,86783.8,86886.8,85264.6,86221.9,41900.0
07-03-2025,89879.5,91059.8,84864.3,86531.2,138110.0
06-03-2025,90611.7,92802.0,87849.6,89930.9,89270.0
05-03-2025,87269.5,90937.8,86429.4,90611.7,95540.0
04-03-2025,86083.8,88887.8,81617.0,87266.3,132500.0
03-03-2025,94266.1,94266.1,85140.8,86209.7,143150.0
02-03-2025,86065.7,94986.5,85069.3,94265.1,126760.0
01-03-2025,84353.4,86546.3,83837.3,86071.6,79510.0
28-02-2025,84713.3,85028.7,78329.8,84381.2,186900.0
27-02-2025,84204.6,87013.9,82723.5,84714.6,116140.0
26-02-2025,88675.0,89375.3,82332.9,84212.7,145330.0
25-02-2025,91510.4,92523.1,86097.5,88686.0,195290.0
24-02-2025,96261.0,96497.9,91378.5,91508.5,96460.0
23-02-2025,96556.2,96655.2,95259.5,96258.8,38820.0
22-02-2025,96158.3,96930.8,95801.1,96556.1,45620.0
21-02-2025,98310.3,99473.4,94903.6,96155.6,104280.0
20-02-2025,96645.2,98721.6,96441.9,98310.3,61840.0
19-02-2025,95663.7,96829.6,95049.1,96644.8,58270.0
18-02-2025,95781.5,96645.1,93403.4,95638.0,74090.0
17-02-2025,96120.2,97002.3,95222.0,95781.3,58400.0
16-02-2025,97573.1,97706.5,96060.2,96132.1,33350.0
15-02-2025,97504.4,97973.2,97210.8,97573.4,29650.0
14-02-2025,96611.6,98817.3,96316.5,97504.6,65370.00000000001
13-02-2025,97874.7,98079.6,95295.4,96610.2,66760.0
12-02-2025,95777.2,98095.8,94110.7,97881.3,87210.0
11-02-2025,97434.7,98476.5,94902.7,95771.7,69890.0
10-02-2025,96469.2,98311.6,95307.7,97434.7,71430.0
09-02-2025,96448.4,97297.8,94750.4,96469.2,48380.0
08-02-2025,96513.5,96862.8,95716.1,96447.9,38990.0
07-02-2025,96564.8,100133.9,95693.7,96513.5,97600.0
06-02-2025,96606.3,99119.2,95706.6,96568.8,76920.0
05-02-2025,97784.8,99028.3,96163.8,96595.3,82920.0
04-02-2025,101339.7,101692.9,96190.5,97793.4,117350.0
03-02-2025,97686.0,102372.2,91695.8,101337.1,190810.0
02-02-2025,100647.1,101451.0,96250.2,97684.9,99360.0
01-02-2025,102421.3,102770.8,100293.5,100648.0,47480.0
31-01-2025,104726.9,105876.3,101576.0,102424.2,82790.0
30-01-2025,103723.0,106409.1,103388.4,104726.9,74840.0
29-01-2025,101342.1,104760.0,101340.6,103722.0,74380.0
28-01-2025,102085.2,103584.1,100288.0,101349.3,74690.0
27-01-2025,102618.3,103234.8,97987.5,102091.7,146380.0
26-01-2025,104743.8,105399.8,102543.8,102637.8,32180.0
25-01-2025,104861.4,105255.6,104133.9,104742.9,37680.0
24-01-2025,103913.6,107102.2,102760.0,104862.3,83960.0
23-01-2025,103681.3,106806.5,101281.6,103912.1,141800.0
22-01-2025,106157.2,106266.2,103354.4,103684.8,77560.0
21-01-2025,102190.2,107211.9,100192.5,106157.2,129360.00000000001
20-01-2025,101313.3,109228.6,99676.0,102197.7,202660.0
19-01-2025,104536.8,106338.2,99742.7,101319.5,123720.0
18-01-2025,104084.7,104953.1,102297.0,104536.9,79300.0
17-01-2025,99991.9,105843.8,99956.2,104084.9,127330.0
16-01-2025,100499.9,100812.4,97400.2,100004.5,87080.0
15-01-2025,96547.4,100671.0,96501.9,100499.8,95320.0
14-01-2025,94536.7,97361.2,94359.5,96542.1,87790.0
13-01-2025,94545.0,95928.1,89423.1,94536.1,37700.0
12-01-2025,94600.0,95384.3,93711.2,94541.8,17600.0
11-01-2025,94724.0,94765.5,93847.8,94612.0,72660.0
10-01-2025,92540.5,95760.6,92310.6,94724.1,125420.0
09-01-2025,95066.6,95323.1,91241.9,92539.8,132780.0
08-01-2025,96938.2,97266.4,92716.6,95066.6,100360.0
07-01-2025,102247.9,102678.2,96201.3,96929.8,99770.0
06-01-2025,98373.2,102474.5,97932.3,102248.7,86730.0
05-01-2025,98220.1,98823.1,97300.0,98347.7,31340.0
04-01-2025,98168.9,98742.6,97568.9,98219.9,36560.0
03-01-2025,96960.2,98963.3,96090.6,98167.5,61620.0
02-01-2025,94561.1,97808.0,94381.2,96960.0,76130.0
01-01-2025,93557.3,95100.0,92939.3,94560.2,43340.0
31-12-2024,92777.2,96163.4,92036.2,93557.2,74850.0
30-12-2024,93718.7,94936.4,91522.3,92779.8,112430.0
29-12-2024,95282.6,95315.4,93026.7,93716.3,47710.0
28-12-2024,94274.9,95684.3,94124.7,95284.5,32970.0
27-12-2024,95776.4,97243.3,93472.8,94275.9,85120.0
26-12-2024,99389.4,99922.5,95193.3,95777.7,74600.0
25-12-2024,98661.9,99514.1,97651.9,99391.3,39800.0
24-12-2024,94852.8,99446.6,93566.2,98668.1,69860.0
23-12-2024,95184.8,96517.8,92543.2,94852.1,133240.0
22-12-2024,97281.6,97422.2,94265.2,95183.8,100640.0
21-12-2024,97799.1,99531.9,96478.6,97253.3,123360.0
20-12-2024,97468.3,98178.2,92301.9,97795.7,221180.0
19-12-2024,100190.5,102778.8,95672.2,97466.1,200570.0
18-12-2024,106140.7,106477.6,100049.3,100197.8,187490.0
17-12-2024,106053.4,108244.9,105350.6,106138.9,149370.0
16-12-2024,104479.2,107767.6,103351.7,106057.6,232660.0
15-12-2024,101417.9,105120.9,101234.9,104443.0,133990.0
14-12-2024,101423.7,102633.0,100626.3,101417.7,105310.0
13-12-2024,100008.3,101891.2,99214.2,101426.2,162400.0
12-12-2024,101126.3,102495.3,99334.5,100009.9,188960.0
11-12-2024,96603.2,101877.1,95689.5,101126.2,250020.0
10-12-2024,97311.5,98237.8,94304.5,96600.3,271450.0
09-12-2024,101129.7,101198.6,94395.8,97359.4,321010.0
08-12-2024,99837.0,101339.9,98713.9,101115.8,128930.0
07-12-2024,99757.2,100441.8,98969.0,99837.0,118440.0
06-12-2024,96968.9,101908.5,96452.0,99760.7,213490.0
05-12-2024,98624.8,103719.4,92510.4,96970.8,245790.0
04-12-2024,95900.1,99030.7,94625.3,98635.8,113770.0
03-12-2024,95843.9,96245.0,93646.1,95898.7,95080.0
02-12-2024,97199.3,98082.0,94510.6,95846.6,95800.0
01-12-2024,96404.7,97813.9,95721.8,97201.4,42900.0
30-11-2024,97438.5,97461.9,96119.6,96405.7,36920.0
29-11-2024,95645.6,98599.8,95405.7,97438.0,76540.0
28-11-2024,95881.4,96549.0,94648.8,95645.5,68170.0
27-11-2024,91975.5,97219.8,91795.5,95886.6,106390.0
26-11-2024,93046.5,94978.8,90817.2,91977.6,131880.0
25-11-2024,97948.8,98872.4,92875.3,93064.4,124980.0
24-11-2024,97696.4,98552.6,95765.4,97935.2,77040.0
23-11-2024,98927.2,98927.2,97180.9,97699.0,72170.0
22-11-2024,98381.2,99617.4,97182.2,98929.7,132230.0
21-11-2024,94308.7,98937.2,94063.8,98374.5,179070.0
20-11-2024,92252.6,94836.1,91517.4,94303.9,121460.0
19-11-2024,90482.1,93918.5,90378.7,92239.2,146040.0
18-11-2024,89843.3,92567.1,89410.4,90478.7,150470.0
17-11-2024,90569.4,91441.6,88736.1,89833.7,81240.0
16-11-2024,91035.3,91748.9,90079.0,90539.1,79820.0
15-11-2024,87297.2,91833.1,87118.8,91046.5,158190.0
14-11-2024,90424.8,91726.7,86740.2,87294.0,153340.0
13-11-2024,87971.2,93226.6,86168.4,90422.2,257570.0
12-11-2024,88665.0,89929.6,85122.2,87941.3,288680.0
11-11-2024,80389.0,89519.0,80231.8,88664.1,254040.0
10-11-2024,76681.4,81373.5,76520.5,80388.5,193830.0
09-11-2024,76506.1,76904.0,75732.5,76700.3,72970.0
08-11-2024,75869.8,77188.5,75599.0,76517.3,155170.0
07-11-2024,75585.5,76837.8,74448.2,75868.6,184160.0
06-11-2024,69374.1,76401.4,69323.0,75586.3,357280.0
05-11-2024,67848.3,70495.6,67473.6,69373.7,108950.0
04-11-2024,68770.3,69483.4,66834.0,67848.8,101310.0
03-11-2024,69334.8,69383.6,67514.2,68769.6,83160.0
02-11-2024,69499.3,69896.9,69029.0,69325.8,38720.0
01-11-2024,70278.7,71598.4,68846.0,69507.2,130460.00000000001
31-10-2024,72343.7,72685.7,69674.5,70281.8,111290.0
30-10-2024,72732.5,72907.4,71460.0,72347.8,99050.0
29-10-2024,69957.2,73569.4,69753.2,72730.4,168600.0
28-10-2024,68011.9,70203.4,67610.0,69954.1,103970.0
27-10-2024,67084.7,68308.0,66924.6,68004.6,33580.0
26-10-2024,66694.5,67408.4,66443.8,67086.8,42050.0
25-10-2024,68191.9,68756.8,65644.2,66696.8,110510.0
24-10-2024,66659.2,68831.8,66510.6,68191.5,82780.0
23-10-2024,67428.6,67441.1,65246.7,66663.7,84990.0
22-10-2024,67370.8,67815.3,66609.4,67427.3,86760.0
21-10-2024,69030.5,69490.8,66845.5,67371.3,109280.0
20-10-2024,68373.3,69386.4,67443.9,69030.5,44920.0
19-10-2024,68426.4,68688.8,68025.5,68372.0,33290.0
18-10-2024,67416.5,68990.3,67190.9,68423.1,99200.0
17-10-2024,67618.1,67933.5,66677.3,67418.4,84680.0
16-10-2024,67075.1,68389.4,66766.6,67617.9,98300.0
15-10-2024,66084.1,67821.9,64850.6,67077.5,136720.0
14-10-2024,62870.7,66476.6,62463.7,66081.7,122090.0
13-10-2024,63205.4,63284.6,62054.2,62870.9,42260.0
12-10-2024,62506.6,63463.1,62486.1,63205.1,40910.0
11-10-2024,60317.5,63385.1,60080.6,62499.4,86380.0
10-10-2024,60628.9,61304.6,59075.7,60316.2,83860.0
09-10-2024,62157.0,62537.0,60355.5,60628.8,68790.0
08-10-2024,62226.9,63196.6,61883.2,62157.0,63750.0
07-10-2024,62819.8,64449.3,62175.8,62245.6,86270.0
06-10-2024,62062.0,62934.5,61495.4,62819.4,31720.0
05-10-2024,62085.5,62366.8,61705.7,62061.4,30150.0
04-10-2024,60751.4,62471.7,60469.3,62081.0,72710.0
03-10-2024,60642.0,61468.9,59904.4,60751.2,82430.0
02-10-2024,60834.2,62339.8,60002.7,60645.7,98940.0
01-10-2024,63329.9,64125.3,60195.9,60835.5,134930.0
30-09-2024,65607.0,65607.0,62901.1,63339.2,101700.0
29-09-2024,65862.8,66065.7,65436.8,65607.1,32600.0
28-09-2024,65775.6,66232.5,65438.1,65866.5,35000.0
27-09-2024,65168.8,66440.7,64839.2,65776.3,80550.0
26-09-2024,63157.2,65770.9,62693.3,65175.7,96060.0
25-09-2024,64262.9,64788.4,62952.8,63156.5,62720.0
24-09-2024,63335.9,64664.1,62740.8,64256.8,76710.0
23-09-2024,63575.4,64723.4,62650.0,63331.8,75660.0
22-09-2024,63351.2,63998.2,62394.6,63572.7,48860.0
21-09-2024,63201.2,63526.3,62778.6,63348.1,33200.0
20-09-2024,62942.4,64085.1,62367.1,63201.2,90650.0
19-09-2024,61754.8,63849.6,61596.5,62938.6,120170.0
18-09-2024,60308.5,61757.6,59210.7,61757.6,105570.0
17-09-2024,58213.1,61309.0,57630.2,60309.1,106300.0
16-09-2024,59126.2,59204.3,57527.8,58213.1,87600.0
15-09-2024,59995.6,60377.6,58717.9,59138.5,47010.0
14-09-2024,60514.8,60609.4,59494.3,59995.4,44470.0
13-09-2024,58134.4,60625.4,57656.8,60511.6,102120.0
12-09-2024,57335.5,58484.1,57329.6,58134.5,98420.0
11-09-2024,57638.0,57975.9,55576.6,57338.7,102150.0
10-09-2024,57045.6,58019.9,56415.3,57635.0,77650.0
09-09-2024,54868.0,57956.7,54595.4,57049.6,105330.0
08-09-2024,54161.4,55292.7,53642.4,54861.3,51990.0
07-09-2024,53965.0,54819.2,53754.3,54156.5,58110.0
06-09-2024,56179.7,56969.1,52644.6,53966.8,155840.0
05-09-2024,57970.7,58318.9,55744.6,56183.2,90360.0
04-09-2024,57490.4,58508.8,55732.1,57973.4,108440.0
03-09-2024,59133.7,59799.7,57436.9,57479.8,74770.0
02-09-2024,57309.0,59416.6,57185.8,59134.0,73180.0
01-09-2024,58975.7,59058.7,57232.4,57315.7,63950.0
31-08-2024,59120.4,59447.0,58761.1,58978.6,30860.0
30-08-2024,59371.7,59817.6,57874.7,59119.7,87310.0
29-08-2024,59027.3,61150.6,58807.1,59373.5,87190.0
28-08-2024,59425.6,60198.4,57912.1,59016.0,109470.0
27-08-2024,62832.2,63201.4,58187.3,59450.9,108530.0
26-08-2024,64240.7,64472.5,62841.1,62846.2,68890.0
25-08-2024,64160.7,64939.2,63796.6,64273.2,41610.0
24-08-2024,64061.7,64458.9,63579.5,64159.3,54140.0
23-08-2024,60374.7,64830.1,60354.4,64053.1,125500.0
22-08-2024,61158.3,61399.7,59815.8,60372.2,74390.0
21-08-2024,59010.0,61812.0,58831.1,61158.1,91310.0
20-08-2024,59470.3,61331.6,58612.0,59005.8,69770.0
19-08-2024,58445.8,59598.5,57872.0,59470.9,49190.0
18-08-2024,59485.4,60216.3,58436.1,58446.3,30820.0
17-08-2024,58877.8,59659.5,58825.5,59483.1,18510.0
16-08-2024,57545.1,59817.3,57129.1,58877.2,64010.00000000001
15-08-2024,58710.1,59831.4,56275.7,57534.6,81470.0
14-08-2024,60594.6,61543.0,58491.2,58707.8,64790.00000000001
13-08-2024,59350.2,61537.0,58492.4,60595.2,62920.0
12-08-2024,58711.7,60606.2,57689.0,59350.0,79310.0
11-08-2024,60929.8,61677.3,58388.7,58713.3,41060.0
10-08-2024,60844.5,61344.5,60264.2,60931.7,22910.0
09-08-2024,61697.8,61712.3,59570.2,60850.6,69550.0
08-08-2024,55112.8,62563.5,54786.9,61699.7,109770.0
07-08-2024,56049.9,57669.6,54598.5,55120.9,94520.0
06-08-2024,54010.8,57025.6,53998.2,56057.8,113890.0
05-08-2024,58142.9,58291.4,49486.9,53979.0,333460.0
04-08-2024,60700.2,61086.5,57346.9,58141.8,72710.0
03-08-2024,61480.8,62184.2,59914.6,60696.7,65740.0
02-08-2024,65351.8,65567.1,61242.3,61478.7,93890.0
01-08-2024,64625.7,65587.9,62303.9,65372.9,84200.0
31-07-2024,66185.4,66825.6,64538.3,64626.0,51520.0
30-07-2024,66796.1,66998.3,65328.7,66184.9,54430.0
29-07-2024,68256.3,70000.2,66544.5,66798.7,85670.0
28-07-2024,67888.9,68291.9,67067.8,68256.3,26170.0
27-07-2024,67910.8,69387.6,66776.8,67843.1,67990.0
26-07-2024,65799.7,68205.0,65764.3,67908.6,59130.0
25-07-2024,65363.9,66088.6,63500.9,65799.3,77460.0
24-07-2024,65936.8,67072.1,65155.2,65370.5,52470.0
23-07-2024,67550.4,67750.2,65512.9,65937.8,69580.0
22-07-2024,68158.4,68468.9,66601.8,67553.6,54880.0
21-07-2024,67147.8,68352.9,65825.6,68158.7,47190.0
20-07-2024,66677.0,67586.4,66257.4,67148.5,32940.0
19-07-2024,63981.2,67390.4,63326.1,66677.4,82870.0
18-07-2024,64090.4,65102.0,63253.5,63980.5,51270.0
17-07-2024,65052.8,66051.5,63897.5,64089.2,66110.0
16-07-2024,64749.2,65319.5,62430.8,65049.7,93630.0
15-07-2024,60794.7,64869.5,60678.8,64782.4,96020.0
14-07-2024,59207.9,61326.9,59207.9,60794.9,47480.0
13-07-2024,57897.4,59826.5,57770.6,59209.8,34280.0
12-07-2024,57338.3,58520.9,56575.7,57885.1,56840.0
11-07-2024,57745.9,59404.4,57095.0,57337.3,66400.0
10-07-2024,58040.2,59393.8,57185.3,57746.7,59600.0
09-07-2024,56721.3,58234.0,56306.3,58039.4,64250.0
08-07-2024,55850.2,58115.8,54320.0,56724.7,102910.0
07-07-2024,58240.2,58394.6,55756.3,55861.1,41120.0
06-07-2024,56640.0,58462.0,56026.8,58259.2,46910.0
05-07-2024,57025.7,57471.1,53883.4,56641.8,175510.0
04-07-2024,60201.4,60463.0,56812.7,57026.3,116380.0
03-07-2024,62104.9,62263.6,59466.6,60199.3,73340.0
02-07-2024,62888.3,63257.0,61797.6,62103.3,46520.0
01-07-2024,62768.8,63842.1,62558.0,62890.1,59940.0
30-06-2024,60973.1,63006.6,60703.7,62754.3,37210.0
29-06-2024,60403.7,61192.8,60382.8,60973.4,26560.0
28-06-2024,61684.6,62175.4,60081.9,60403.3,58950.0
27-06-2024,60848.3,62351.2,60629.4,61685.3,48790.0
26-06-2024,61809.9,62469.4,60715.1,60849.4,54950.0
25-06-2024,60292.0,62266.0,60262.2,61809.4,77280.0
24-06-2024,63201.6,63357.1,58589.9,60292.7,120600.0
23-06-2024,64261.0,64518.9,63195.3,63196.2,19940.0
22-06-2024,64131.9,64523.9,63944.0,64261.0,17550.0
21-06-2024,64854.3,65054.9,63427.9,64128.5,60860.0
20-06-2024,64982.1,66474.2,64566.7,64854.3,56240.0
19-06-2024,65159.8,65706.4,64705.6,64980.9,42960.0
18-06-2024,66495.7,66571.2,64098.4,65159.9,93720.0
17-06-2024,66672.9,67253.8,65115.4,66498.8,66090.0
16-06-2024,66223.0,66951.4,66038.1,66674.7,20740.0
15-06-2024,66034.1,66446.4,65895.1,66223.0,24050.0
14-06-2024,66775.2,67347.7,65076.5,66034.8,65180.00000000001
13-06-2024,68260.6,68384.6,66324.3,66773.1,66360.0
12-06-2024,67320.9,69990.8,66911.5,68260.1,85550.0
11-06-2024,69537.9,69573.3,66197.8,67319.8,96700.0
10-06-2024,69650.2,70152.5,69259.9,69538.2,39120.0
09-06-2024,69310.5,69847.8,69136.7,69650.6,20990.0
08-06-2024,69347.0,69572.1,69222.4,69310.1,23030.0
07-06-2024,70793.4,71956.5,68620.7,69347.9,82620.0
06-06-2024,71083.6,71616.1,70178.7,70791.5,49790.0
05-06-2024,70550.9,71744.4,70397.1,71083.7,67060.0
04-06-2024,68808.0,71034.2,68564.3,70549.2,75690.0
03-06-2024,67763.3,70131.0,67616.8,68807.8,69420.0
02-06-2024,67760.8,68447.5,67330.6,67773.5,30630.0
01-06-2024,67533.9,67861.0,67449.6,67760.8,19010.0
31-05-2024,68352.3,69018.2,66676.8,67530.1,61510.0
30-05-2024,67631.3,69504.7,67138.4,68354.7,66840.0
29-05-2024,68366.2,68897.6,67143.2,67635.8,52130.0
28-05-2024,69428.3,69560.7,67299.9,68366.0,71390.0
27-05-2024,68514.6,70638.3,68275.2,69428.7,49070.0
26-05-2024,69287.2,69494.0,68294.5,68514.8,24580.0
25-05-2024,68548.2,69558.8,68516.1,69284.4,25170.0
24-05-2024,67971.1,69212.0,66685.8,68547.6,63280.0
23-05-2024,69166.3,70041.0,66578.1,67975.7,89450.0
22-05-2024,70141.0,70593.4,69024.3,69155.4,65080.0
21-05-2024,71430.5,71872.0,69181.7,70139.9,108560.0
20-05-2024,66278.3,71482.8,66076.5,71422.7,112660.0
19-05-2024,66919.0,67662.5,65937.3,66279.1,36190.0
18-05-2024,67036.6,67361.4,66636.1,66917.5,29680.0
17-05-2024,65231.1,67420.7,65121.7,67036.8,63090.0
16-05-2024,66219.6,66643.9,64623.3,65231.0,72550.0
15-05-2024,61569.4,66417.1,61357.5,66225.1,106050.0
14-05-2024,62936.8,63102.6,61156.9,61569.4,68840.0
13-05-2024,61480.5,63443.2,60779.0,62937.2,70550.0
12-05-2024,60826.6,61847.7,60647.1,61480.0,27400.0
11-05-2024,60796.8,61487.5,60499.3,60826.6,27500.0
10-05-2024,63074.3,63454.3,60251.8,60796.9,79330.0
09-05-2024,61207.3,63413.3,60671.4,63075.0,64220.0
08-05-2024,62304.9,62997.4,60894.2,61207.5,56470.0
07-05-2024,63163.1,64361.0,62294.1,62317.7,59740.0
06-05-2024,64005.8,65448.8,62730.7,63163.1,77680.0
05-05-2024,63897.7,64587.2,62923.9,64006.4,40510.0
04-05-2024,62887.1,64466.0,62599.1,63888.3,53030.0
03-05-2024,59104.3,63298.4,58830.8,62877.5,100460.0
02-05-2024,58334.9,59548.0,56989.8,59121.3,98060.0
01-05-2024,60665.0,60827.5,56643.5,58331.2,171550.0
30-04-2024,63852.4,64700.2,59228.7,60666.6,121040.0
29-04-2024,63113.7,64193.1,61837.2,63860.1,67260.0
28-04-2024,63457.9,64346.1,62827.8,63109.7,36650.0
27-04-2024,63765.8,63916.7,62507.7,63456.8,45340.0
26-04-2024,64497.1,64771.3,63354.9,63766.4,61600.0
25-04-2024,64287.1,65247.5,62889.2,64497.1,80770.0
24-04-2024,66414.9,67060.5,63606.9,64285.7,77830.0
23-04-2024,66829.5,67180.0,65848.3,66415.0,52420.0
22-04-2024,64940.1,67208.0,64527.5,66829.3,72300.0
21-04-2024,64942.1,65680.6,64267.5,64940.2,42020.0
20-04-2024,63817.6,65375.6,63131.7,64961.1,49330.0
19-04-2024,63480.5,65441.2,59693.3,63799.1,150340.0
18-04-2024,61278.9,64092.4,60822.3,63481.4,97380.0
17-04-2024,63802.3,64451.5,59820.8,61278.9,118920.0
16-04-2024,63416.1,64274.4,61715.6,63805.3,114960.0
15-04-2024,65696.6,66805.1,62379.5,63411.9,118790.0
14-04-2024,63909.5,65758.2,62174.7,65697.4,134400.0
13-04-2024,67137.4,67921.0,61065.5,63849.9,149480.0
12-04-2024,70014.9,71226.9,65829.3,67151.9,131840.0
11-04-2024,70620.4,71249.2,69586.1,70011.6,72510.0
10-04-2024,69147.8,71086.9,67570.0,70622.1,97710.0
09-04-2024,71627.3,71737.2,68264.6,69148.0,93690.0
08-04-2024,69358.0,72710.8,69110.5,71630.1,105780.0
07-04-2024,68897.3,70285.8,68849.4,69360.4,46990.0
06-04-2024,67830.5,69632.0,67467.2,68890.6,41480.0
05-04-2024,68498.7,68692.2,66023.3,67830.6,88970.0
04-04-2024,65968.4,69238.8,65096.3,68496.5,100300.0
03-04-2024,65443.6,66844.8,64559.0,65963.0,88460.0
02-04-2024,69662.7,69673.0,64628.4,65439.2,152870.0
01-04-2024,71329.3,71329.3,68175.9,69664.4,94050.0
31-03-2024,69608.5,71367.5,69576.6,71332.0,42450.0
30-03-2024,69872.3,70321.2,69564.9,69611.5,29870.0
29-03-2024,70766.7,70907.0,69090.9,69871.7,58990.0
28-03-2024,69449.4,71542.5,68956.9,70762.1,72490.0
27-03-2024,69999.2,71670.8,68428.6,69442.4,112880.0
26-03-2024,69896.3,71490.7,69366.4,69999.3,90980.0
25-03-2024,67216.4,71118.8,66395.0,69892.0,124720.0
24-03-2024,64036.5,67587.8,63812.9,67211.9,65590.0
23-03-2024,63785.6,65972.4,63074.9,64037.8,35110.0
22-03-2024,65501.5,66633.3,62328.3,63785.5,72430.0
21-03-2024,67860.0,68161.7,64616.1,65503.8,75260.0
20-03-2024,62046.8,68029.5,60850.9,67854.0,133530.0
19-03-2024,67594.1,68099.6,61560.6,62050.0,148080.0
18-03-2024,68389.7,68920.1,66601.4,67594.1,78070.0
17-03-2024,65314.2,68857.7,64605.5,68391.2,66070.0
16-03-2024,69456.5,70037.0,64971.0,65314.2,75820.0
15-03-2024,71387.1,72398.1,65765.6,69463.7,148590.0
14-03-2024,73066.7,73740.9,68717.2,71387.5,109430.0
